StockCode,Description,TotalSales,Total_Quantity,Unique_Customers,Total_Transactions,Avg_Price
22286,DECORATION WOBBLY RABBIT METAL ,375.57,753,35,45,0.49876494023904383
22287,"DECORATION , WOBBLY CHICKEN, METAL ",374.54999999999995,227,27,28,1.6499999999999997
22287,DECORATION WOBBLY CHICKEN,256.11,521,25,29,0.491573896353167
22288,HANGING METAL RABBIT DECORATION,565.0,452,37,39,1.25
22289,HANGING METAL CHICKEN DECORATION,152.5,122,19,19,1.25
22291,HANGING CHICK CREAM DECORATION,1761.7499999999998,1215,72,90,1.4499999999999997
22292,HANGING CHICK  YELLOW DECORATION,1515.6499999999999,1085,76,88,1.3969124423963133
22293,HANGING CHICK GREEN DECORATION,1184.6499999999999,817,63,82,1.4499999999999997
22294,HEART FILIGREE DOVE  SMALL,6574.82,5362,162,246,1.2261879895561356
22295,HEART FILIGREE DOVE LARGE,4390.469999999999,2719,155,212,1.6147370356748803
22296,HEART IVORY TRELLIS LARGE,4962.429999999999,3039,189,270,1.6329154327081274
22297,HEART IVORY TRELLIS SMALL,4706.28,3856,157,221,1.2205082987551867
22299,PIG KEYRING WITH LIGHT & SOUND ,1231.34,1316,38,42,0.9356686930091185
22300,COFFEE MUG DOG + BALL DESIGN,3011.64,1436,100,143,2.097242339832869
22301,COFFEE MUG CAT + BIRD DESIGN,4478.34,2098,123,181,2.1345757864632984
22302,COFFEE MUG PEARS  DESIGN,4957.3,2287,134,190,2.1675994752951464
22303,COFFEE MUG APPLES DESIGN,6108.85,2764,155,229,2.2101483357452967
22304,COFFEE MUG BLUE PAISLEY DESIGN,1252.76,738,38,47,1.6975067750677506
22305,COFFEE MUG PINK PAISLEY DESIGN,1559.44,684,35,44,2.2798830409356725
22306,SILVER MUG BONE CHINA TREE OF LIFE,1290.5700000000002,1126,85,99,1.1461545293072826
22307,GOLD MUG BONE CHINA TREE OF LIFE,835.61,729,53,61,1.146241426611797
22308,TEA COSY BLUE STRIPE,356.89,145,27,36,2.461310344827586
22309,TEA COSY RED  STRIPE,706.8299999999999,292,48,64,2.420650684931507
22310,IVORY KNITTED MUG COSY ,841.79,531,29,51,1.585291902071563
22311,OFFICE MUG WARMER BLACK+SILVER ,2910.75,1049,61,93,2.774785510009533
22312,OFFICE MUG WARMER POLKADOT,1443.1900000000003,499,61,93,2.8921643286573153
22313,OFFICE MUG WARMER PINK,1482.89,553,41,54,2.6815370705244126
22314,OFFICE MUG WARMER CHOC+BLUE,1431.14,516,58,93,2.773527131782946
22315,200 RED + WHITE BENDY STRAWS,912.27,759,90,119,1.2019367588932806
22316,200 BENDY SKULL STRAWS,705.0500000000001,637,28,41,1.106828885400314
22317,FIVE CATS HANGING DECORATION,503.37000000000006,171,35,39,2.943684210526316
22318,FIVE HEART HANGING DECORATION,1161.0000000000002,396,67,89,2.9318181818181825
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,572.26,1322,53,61,0.43287443267776093
22320,BIRDS MOBILE VINTAGE DESIGN,1100.21,183,56,69,6.01207650273224
22321,BIRD DECORATION RED RETROSPOT,625.5999999999999,736,45,57,0.8499999999999999
22322,BIRD DECORATION GREEN POLKADOT,331.5,390,30,37,0.85
22323,PINK POLKADOT KIDS BAG,1.95,1,1,1,1.95
22324,BLUE POLKADOT KIDS BAG,456.35999999999996,228,20,29,2.001578947368421
22325,MOBILE VINTAGE HEARTS ,750.3000000000001,152,49,58,4.936184210526316
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,22101.77,8075,281,595,2.7370613003095974
22327,ROUND SNACK BOXES SET OF 4 SKULLS,2325.9500000000003,821,106,162,2.833069427527406
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,17569.59,6469,227,458,2.715966919152883
22329,ROUND CONTAINER SET OF 5 RETROSPOT,2181.2999999999997,1386,103,151,1.5738095238095235
22331,WOODLAND PARTY BAG + STICKER SET,2750.96,1768,101,143,1.5559728506787331
22332,SKULLS PARTY BAG + STICKER SET,1561.05,981,92,129,1.5912844036697247
22333,RETROSPOT PARTY BAG + STICKER SET,6745.929999999999,4389,167,267,1.5370084301663247
22334,DINOSAUR PARTY BAG + STICKER SET,1101.44,684,77,91,1.6102923976608188
22335,HEART DECORATION PAINTED ZINC ,1246.3000000000002,2018,88,123,0.617591674925669
22336,DOVE DECORATION PAINTED ZINC ,667.71,2281,47,49,0.29272687417799215
22337,ANGEL DECORATION PAINTED ZINC ,383.95000000000005,635,24,26,0.6046456692913387
22338,STAR DECORATION PAINTED ZINC ,924.95,4175,94,116,0.22154491017964073
22339,CHRISTMAS TREE PAINTED ZINC ,569.2900000000001,2283,44,51,0.24936049058256682
22340,NOEL GARLAND PAINTED ZINC ,425.15999999999997,980,53,61,0.4338367346938775
22341,LOVE GARLAND PAINTED ZINC ,672.6499999999999,405,37,41,1.6608641975308638
22342,HOME GARLAND PAINTED ZINC ,769.65,833,49,52,0.9239495798319327
22343,PARTY PIZZA DISH RED RETROSPOT,744.3399999999999,1702,48,63,0.43733254994124554
22344,PARTY PIZZA DISH PINK POLKADOT,372.74,1046,34,46,0.35634799235181647
22345,PARTY PIZZA DISH BLUE POLKADOT,317.90999999999997,969,29,41,0.3280804953560371
22346,PARTY PIZZA DISH GREEN POLKADOT,309.12,882,23,32,0.3504761904761905
22348,TEA BAG PLATE RED RETROSPOT,3221.79,3861,144,254,0.8344444444444444
22349,DOG BOWL CHASING BALL DESIGN,5220.429999999999,1339,85,114,3.8987528005974603
22350,ILLUSTRATED CAT BOWL ,3586.3199999999997,1356,63,88,2.644778761061947
22351,DOTCOMGIFTSHOP TEA TOWEL,19.799999999999997,12,1,1,1.6499999999999997
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6705.04,2848,185,324,2.354297752808989
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,153.0,60,23,24,2.55
22354,RETROSPOT PADDED SEAT CUSHION,2502.82,700,43,65,3.575457142857143
22355,CHARLOTTE BAG SUKI DESIGN,7114.85,8947,249,585,0.7952218620766738
22356,CHARLOTTE BAG PINK POLKADOT,5838.09,7303,220,487,0.7994098315760646
22357,KINGS CHOICE BISCUIT TIN,1332.6,324,69,87,4.112962962962962
22358,KINGS CHOICE TEA CADDY ,1335.38,454,87,110,2.94136563876652
22359,GLASS JAR KINGS CHOICE,477.7900000000001,161,47,62,2.9676397515527957
22360,GLASS JAR ENGLISH CONFECTIONERY,2438.2000000000003,880,102,143,2.7706818181818185
22361,GLASS JAR DAISY FRESH COTTON WOOL,1507.3500000000001,537,92,123,2.806983240223464
22362,GLASS JAR PEACOCK BATH SALTS,987.23,349,62,81,2.8287392550143267
22363,GLASS JAR MARMALADE ,1223.99,453,46,57,2.7019646799116996
22364,GLASS JAR DIGESTIVE BISCUITS,1421.1200000000001,516,69,95,2.754108527131783
22365,DOORMAT RESPECTABLE HOUSE,4865.19,729,83,126,6.6737860082304525
22366,DOORMAT AIRMAIL ,4887.82,722,104,156,6.76983379501385
22367,CHILDRENS APRON SPACEBOY DESIGN,6560.79,3537,298,448,1.85490245971162
22371,AIRLINE BAG VINTAGE TOKYO 78,3468.63,825,144,247,4.2044
22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,935.33,221,81,101,4.2322624434389144
22374,AIRLINE BAG VINTAGE JET SET RED,1870.0900000000001,445,108,156,4.2024494382022475
22375,AIRLINE BAG VINTAGE JET SET BROWN,1043.3,250,67,96,4.1732
22376,AIRLINE BAG VINTAGE JET SET WHITE,812.19,191,66,82,4.252303664921466
22377,BOTTLE BAG RETROSPOT ,1510.89,1038,83,105,1.455578034682081
22378,WALL TIDY RETROSPOT ,2082.06,1680,69,103,1.2393214285714285
22379,RECYCLING BAG RETROSPOT ,11913.03,6074,187,407,1.9613154428712547
22380,TOY TIDY SPACEBOY  ,2266.35,1152,114,195,1.9673177083333333
22381,TOY TIDY PINK POLKADOT,6225.38,3167,133,289,1.9657025576255132
22382,LUNCH BAG SPACEBOY DESIGN ,15820.15,9875,490,988,1.6020405063291139
22383,LUNCH BAG SUKI  DESIGN ,3334.7,2118,122,144,1.5744570349386213
22383,LUNCH BAG SUKI DESIGN ,15332.9,9570,399,899,1.602183908045977
22384,LUNCH BAG PINK POLKADOT,16303.3,10226,444,931,1.5942988460786232
22385,JUMBO BAG SPACEBOY DESIGN,15320.75,8231,247,477,1.8613473454015308
22386,JUMBO BAG PINK POLKADOT,37254.36,20148,372,871,1.8490351399642644
22389,PAPERWEIGHT SAVE THE PLANET,596.91,329,36,36,1.8143161094224922
22390,PAPERWEIGHT CHILDHOOD MEMORIES,405.62,259,24,30,1.5661003861003862
22391,PAPERWEIGHT HOME SWEET HOME,186.05999999999997,146,18,18,1.2743835616438355
22393,PAPERWEIGHT VINTAGE COLLAGE,612.28,485,43,49,1.2624329896907216
22394,PAPERWEIGHT KINGS CHOICE ,190.79999999999998,160,16,16,1.1925
22395,PAPERWEIGHT VINTAGE PAISLEY,130.26,134,15,15,0.9720895522388059
22396,MAGNETS PACK OF 4 RETRO PHOTO,568.76,1176,87,107,0.48363945578231293
22398,MAGNETS PACK OF 4 SWALLOWS,1528.29,2544,167,228,0.6007429245283019
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1309.9,1130,71,87,1.159203539823009
22400,MAGNETS PACK OF 4 HOME SWEET HOME,711.87,1386,112,143,0.5136147186147186
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1005.72,1701,107,144,0.591252204585538
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,569.36,1222,72,85,0.46592471358428805
22405,MONEY BOX POCKET MONEY DESIGN,348.69,345,46,54,1.010695652173913
22406,MONEY BOX KINGS CHOICE DESIGN,336.89,319,49,64,1.0560815047021943
22407,MONEY BOX FIRST ADE DESIGN,62.5,50,11,13,1.25
22407,MONEY BOX FIRST AID DESIGN,34.32,43,9,10,0.7981395348837209
22408,MONEY BOX CONFECTIONERY DESIGN,140.25,136,20,22,1.03125
22409,MONEY BOX BISCUITS DESIGN,270.0,216,36,45,1.25
22410,MONEY BOX HOUSEKEEPING DESIGN,212.88,223,34,46,0.9546188340807175
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20116.38,10490,375,790,1.917672068636797
22412,METAL SIGN NEIGHBOURHOOD WITCH ,1778.4,874,73,113,2.0347826086956524
22413,METAL SIGN TAKE IT OR LEAVE IT ,10638.45,3687,228,351,2.8853946297803095
22414,DOORMAT NEIGHBOURHOOD WITCH ,1645.67,253,37,70,6.504624505928854
22415,WHITE TISSUE REAM,151.05,19,13,13,7.95
22416,SET OF 36 DOILIES SPACEBOY DESIGN ,1102.3999999999999,800,47,56,1.378
22416,SET OF 36 SPACEBOY PAPER DOILIES,72.5,50,7,7,1.45
22417,PACK OF 60 SPACEBOY CAKE CASES,4128.39,8097,270,407,0.509866617265654
22418,10 COLOUR SPACEBOY PEN,5209.17,6267,179,242,0.8312063188128291
22419,LIPSTICK PEN RED,1232.34,2803,94,157,0.43965037459864426
22420,LIPSTICK PEN BABY PINK,499.90999999999997,1198,55,84,0.4172871452420701
22421,LIPSTICK PEN FUSCHIA,794.78,1924,80,120,0.4130873180873181
22422,TOOTHPASTE TUBE PEN,396.6,970,53,73,0.4088659793814433
22423,REGENCY CAKESTAND 3 TIER,142264.75,12374,881,1703,11.497070470341038
22424,ENAMEL BREAD BIN CREAM,8493.5,711,189,326,11.945850914205344
22425,ENAMEL COLANDER CREAM,2086.11,434,110,141,4.806705069124424
22426,ENAMEL WASH BOWL CREAM,2228.05,659,104,144,3.3809559939301974
22427,ENAMEL FLOWER JUG CREAM,11421.130000000001,1991,311,441,5.73637870416876
22428,ENAMEL FIRE BUCKET CREAM,1528.73,221,75,92,6.917330316742081
22429,ENAMEL MEASURING JUG CREAM,4916.04,1184,227,315,4.152060810810811
22430,ENAMEL WATERING CAN CREAM,2621.85,539,131,161,4.864285714285714
22431,WATERING CAN BLUE ELEPHANT,3682.7499999999995,1979,159,275,1.8609146033350175
22432,WATERING CAN PINK BUNNY,3092.7799999999997,1644,158,234,1.8812530413625304
22433,WATERING CAN GREEN DINOSAUR,2487.5299999999997,1341,121,189,1.854981357196122
22434,BALLOON PUMP WITH 10 BALLOONS,1511.48,774,94,112,1.9528165374677002
22435,SET OF 9 HEART SHAPED BALLOONS,3245.79,2671,153,213,1.2151965555971547
22436,12 COLOURED PARTY BALLOONS,1359.65,2089,105,139,0.650861656294878
22437,SET OF 9 BLACK SKULL BALLOONS,2261.65,2725,140,173,0.8299633027522936
22438,BALLOON ART MAKE YOUR OWN FLOWERS,801.45,887,66,68,0.9035512965050734
22439,6 ROCKET BALLOONS ,1172.9,1762,116,156,0.6656640181611805
22440,BALLOON WATER BOMB PACK OF 35,2244.06,5873,100,138,0.3820977353992849
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2061.0,990,130,167,2.081818181818182
22442,GROW YOUR OWN FLOWERS SET OF 3,1177.8,292,68,74,4.0335616438356166
22443,GROW YOUR OWN HERBS SET OF 3,1208.4,152,60,80,7.95
22444,GROW YOUR OWN PLANT IN A CAN ,934.26,762,29,33,1.2260629921259842
22445,PENCIL CASE LIFE IS BEAUTIFUL,1359.3500000000001,469,72,93,2.8984008528784653
22446,PIN CUSHION BABUSHKA PINK,432.99,161,25,38,2.6893788819875777
22447,PIN CUSHION BABUSHKA BLUE,223.95000000000002,75,16,16,2.986
22448,PIN CUSHION BABUSHKA RED,576.3100000000001,187,29,34,3.081871657754011
22449,SILK PURSE BABUSHKA PINK,1214.3300000000002,364,65,87,3.336071428571429
22450,SILK PURSE BABUSHKA BLUE,610.6500000000001,183,41,52,3.33688524590164
22451,SILK PURSE BABUSHKA RED,654.1500000000001,201,35,38,3.254477611940299
22452,MEASURING TAPE BABUSHKA PINK,1094.8000000000002,388,53,66,2.821649484536083
22453,MEASURING TAPE BABUSHKA BLUE,948.7500000000001,333,38,46,2.8490990990990994
22454,MEASURING TAPE BABUSHKA RED,639.0,228,31,37,2.8026315789473686
22456,NATURAL SLATE CHALKBOARD LARGE ,6813.400000000001,1448,220,303,4.705386740331492
22457,NATURAL SLATE HEART CHALKBOARD ,24089.170000000002,8427,587,967,2.858570072386377
22458,CAST IRON HOOK GARDEN FORK,1371.4299999999998,513,12,14,2.673352826510721
22459,CAST IRON HOOK GARDEN TROWEL,962.73,375,12,15,2.5672800000000002
22460,EMBOSSED GLASS TEALIGHT HOLDER,2855.59,2368,118,162,1.2059079391891891
22461,SAVOY ART DECO CLOCK,1251.25,231,35,45,5.416666666666667
22464,HANGING METAL HEART LANTERN,4789.709999999999,3179,191,277,1.5066719094054732
22465,HANGING METAL STAR LANTERN,2828.0799999999995,1958,119,159,1.4443718079673133
22466,FAIRY TALE COTTAGE NIGHT LIGHT,1717.1999999999998,912,74,81,1.882894736842105
22466,FAIRY TALE COTTAGE NIGHTLIGHT,3352.7999999999997,2016,51,69,1.663095238095238
22467,GUMBALL COAT RACK,17488.55,7652,262,570,2.285487454260324
22468,BABUSHKA LIGHTS STRING OF 10,3032.39,467,82,116,6.493340471092077
22469,HEART OF WICKER SMALL,28217.089999999997,16768,573,961,1.68279401240458
22470,HEART OF WICKER LARGE,28479.65,9577,485,801,2.9737548292784797
22471,TV DINNER TRAY AIR HOSTESS ,1092.73,359,53,64,3.043816155988858
22472,TV DINNER TRAY DOLLY GIRL,1224.17,291,58,80,4.2067697594501725
22473,TV DINNER TRAY VINTAGE PAISLEY,1239.39,437,58,79,2.8361327231121285
22474,SPACEBOY TV DINNER TRAY,1009.0400000000001,244,70,83,4.135409836065574
22475,SKULL DESIGN TV DINNER TRAY,1211.1000000000001,278,49,109,4.356474820143886
22476,EMPIRE UNION JACK TV DINNER TRAY,2145.8199999999997,810,61,78,2.6491604938271602
22477,WATERING CAN GARDEN MARKER,1765.6,1280,63,70,1.379375
22478,BIRDHOUSE GARDEN MARKER ,1929.35,1411,59,76,1.3673635719347979
22479,DAISY GARDEN MARKER,1513.1,1078,48,54,1.4036178107606678
22480,RED TEA TOWEL CLASSIC DESIGN,728.52,612,57,67,1.1903921568627451
22481,BLACK TEA TOWEL CLASSIC DESIGN,607.74,692,68,84,0.8782369942196532
22482,BLUE TEA TOWEL CLASSIC DESIGN,523.52,448,40,48,1.1685714285714286
22483,RED GINGHAM TEDDY BEAR ,2029.9800000000002,722,91,130,2.8116066481994464
22485,SET OF 2 WOODEN MARKET CRATES,5652.9,462,142,165,12.235714285714286
22486,PLASMATRONIC LAMP,288.94,52,9,10,5.556538461538461
22487,WHITE WOOD GARDEN PLANT LADDER,6768.86,723,278,379,9.362185338865837
22488,NATURAL SLATE RECTANGLE CHALKBOARD,4635.259999999999,2910,211,309,1.5928728522336768
22489,PACK OF 12 TRADITIONAL CRAYONS,3754.47,9313,232,318,0.4031429185010201
22491,PACK OF 12 COLOURED PENCILS,3120.64,3898,162,200,0.800574653668548
22492,MINI PAINT SET VINTAGE ,16039.240000000002,26076,213,325,0.6150958736002455
22493,PAINT YOUR OWN CANVAS SET,3737.2799999999997,2352,125,176,1.5889795918367347
22494,EMERGENCY FIRST AID TIN ,1102.64,890,79,119,1.2389213483146069
22495,SET OF 2 ROUND TINS CAMEMBERT ,512.23,241,60,65,2.125435684647303
22496,SET OF 2 ROUND TINS DUTCH CHEESE,474.14000000000004,242,63,69,1.9592561983471075
22497,SET OF 2 TINS VINTAGE BATHROOM ,752.25,177,50,59,4.25
22498,WOODEN REGATTA BUNTING,1356.6000000000001,228,68,96,5.95
22499,WOODEN UNION JACK BUNTING,9928.83,1734,217,296,5.725968858131488
22500,SET OF 2 TINS JARDIN DE PROVENCE,826.5500000000001,235,78,85,3.517234042553192
22501,PICNIC BASKET WICKER LARGE,10799.0,1192,187,257,9.059563758389261
22502,PICNIC BASKET WICKER 60 PIECES,39619.5,61,1,2,649.5
22502,PICNIC BASKET WICKER SMALL,7728.85,1424,175,232,5.427563202247192
22503,CABIN BAG VINTAGE PAISLEY,1279.2,64,15,16,19.9875
22504,CABIN BAG VINTAGE RETROSPOT,3012.4,160,31,39,18.8275
22505,MEMO BOARD COTTAGE DESIGN,6286.39,1361,186,262,4.618949301983836
22507,MEMO BOARD RETROSPOT  DESIGN,12411.02,2786,230,348,4.454781048097631
22508,DOORSTOP RETROSPOT HEART,5919.46,1511,177,236,3.917577763070814
22509,SEWING BOX RETROSPOT DESIGN ,1923.85,203,71,80,9.477093596059113
22510,GINGHAM BABUSHKA DOORSTOP,400.87,209,34,41,1.9180382775119618
22511,RETROSPOT BABUSHKA DOORSTOP,455.87,245,44,48,1.8606938775510204
22512,DOORSTOP RACING CAR DESIGN,232.25,117,28,32,1.985042735042735
22513,DOORSTOP FOOTBALL DESIGN,404.98,134,37,51,3.0222388059701495
22514,CHILDS GARDEN SPADE BLUE,537.0,260,61,75,2.0653846153846156
22515,CHILDS GARDEN SPADE PINK,488.70000000000005,237,53,63,2.0620253164556965
22516,CHILDS GARDEN RAKE BLUE,348.00000000000006,170,35,41,2.047058823529412
22517,CHILDS GARDEN RAKE PINK,366.90000000000003,179,48,54,2.0497206703910615
22518,CHILDS GARDEN BRUSH BLUE,663.3000000000001,333,44,57,1.9918918918918922
22519,CHILDS GARDEN BRUSH PINK,741.0000000000001,370,53,65,2.002702702702703
22520,CHILDS GARDEN TROWEL BLUE ,599.25,705,88,105,0.85
22521,CHILDS GARDEN TROWEL PINK,508.29999999999995,598,81,94,0.85
22522,CHILDS GARDEN FORK BLUE ,757.89,921,100,120,0.8228990228013029
22523,CHILDS GARDEN FORK PINK,716.55,843,98,118,0.85
22524,CHILDRENS GARDEN GLOVES BLUE,721.0,592,55,65,1.2179054054054055
22525,CHILDRENS GARDEN GLOVES PINK,553.5,458,42,52,1.2085152838427948
22526,WHEELBARROW FOR CHILDREN ,1406.4,112,55,67,12.557142857142859
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,328.92,814,52,61,0.4040786240786241
22530,MAGIC DRAWING SLATE DOLLY GIRL ,1430.7,3511,143,181,0.407490743377955
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,1347.66,3291,127,163,0.4094986326344576
22532,MAGIC DRAWING SLATE LEAP FROG ,360.06,1063,54,66,0.3387206020696143
22533,MAGIC DRAWING SLATE BAKE A CAKE ,605.52,1740,68,78,0.348
22534,MAGIC DRAWING SLATE SPACEBOY ,1735.5,4331,172,202,0.4007157700300162
22535,MAGIC DRAWING SLATE BUNNIES ,630.1800000000001,1713,88,110,0.3678809106830123
22536,MAGIC DRAWING SLATE PURDEY,1780.92,4718,109,144,0.3774735057227639
22537,MAGIC DRAWING SLATE DINOSAUR,762.72,1816,115,135,0.42000000000000004
22538,MINI JIGSAW GO TO THE FAIR,151.07999999999998,386,25,26,0.3913989637305699
22539,MINI JIGSAW DOLLY GIRL,1049.1499999999999,2821,74,85,0.37190712513293156
22540,MINI JIGSAW CIRCUS PARADE ,915.78,2451,50,65,0.37363525091799266
22541,MINI JIGSAW LEAP FROG,180.62,465,19,21,0.38843010752688173
22543,MINI JIGSAW BAKE A CAKE ,515.77,1434,32,39,0.35967224546722454
22544,MINI JIGSAW SPACEBOY,1627.04,4411,101,124,0.36885966900929495
22545,MINI JIGSAW BUNNIES,390.69,1088,40,47,0.35909007352941175
22546,MINI JIGSAW PURDEY,767.41,2064,50,59,0.3718071705426356
22547,MINI JIGSAW DINOSAUR ,279.51,738,41,50,0.37873983739837397
22548,HEADS AND TAILS SPORTING FUN,2095.46,1871,149,179,1.1199679315873865
22549,PICTURE DOMINOES,4235.59,2991,195,244,1.4161116683383483
22550,HOLIDAY FUN LUDO,3810.71,1102,136,176,3.457994555353902
22551,PLASTERS IN TIN SPACEBOY,12138.599999999999,7656,339,579,1.585501567398119
22553,PLASTERS IN TIN SKULLS,6461.249999999999,4009,281,439,1.6116862060364179
22554,PLASTERS IN TIN WOODLAND ANIMALS,11620.929999999998,7297,351,587,1.5925626969987665
22555,PLASTERS IN TIN STRONGMAN,9444.14,5874,294,449,1.607786857337419
22556,PLASTERS IN TIN CIRCUS PARADE ,9588.71,5947,305,521,1.6123608542122077
22557,PLASTERS IN TIN VINTAGE PAISLEY ,7331.839999999999,4564,315,480,1.6064504820333039
22558,CLOTHES PEGS RETROSPOT PACK 24 ,12525.21,8405,363,639,1.4902093991671623
22559,SEASIDE FLYING DISC,472.77,387,33,39,1.2216279069767442
22560,TRADITIONAL MODELLING CLAY,9281.47,7990,229,336,1.1616357947434293
22561,WOODEN SCHOOL COLOURING SET,9064.619999999999,5690,288,395,1.5930790861159927
22562,MONSTERS STENCIL CRAFT,1710.42,1390,149,190,1.230517985611511
22563,HAPPY STENCIL CRAFT,3244.6000000000004,2777,171,252,1.168383147281239
22564,ALPHABET STENCIL CRAFT,2999.19,2668,120,165,1.1241341829085458
22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,711.6099999999999,817,85,108,0.8710036719706241
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,716.28,828,94,118,0.8650724637681159
22567,20 DOLLY PEGS RETROSPOT,3017.5,2346,135,182,1.286231884057971
22568,FELTCRAFT CUSHION OWL,11756.8,3277,244,417,3.5876716509002136
22569,FELTCRAFT CUSHION BUTTERFLY,9632.98,2692,192,294,3.578372956909361
22570,FELTCRAFT CUSHION RABBIT,10672.31,3012,202,324,3.543263612217795
22571,ROCKING HORSE RED CHRISTMAS ,1807.6,2200,152,176,0.8216363636363636
22572,ROCKING HORSE GREEN CHRISTMAS ,1039.24,1252,114,126,0.8300638977635783
22573,STAR WOODEN CHRISTMAS DECORATION,2036.56,2440,127,154,0.834655737704918
22574,HEART WOODEN CHRISTMAS DECORATION,1851.99,2121,131,157,0.8731683168316832
22575,METAL MERRY CHRISTMAS WREATH,1154.25,619,61,76,1.8647011308562198
22576,SWALLOW WOODEN CHRISTMAS DECORATION,1217.78,1418,102,125,0.8588011283497884
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,3415.8999999999996,9782,343,463,0.3492026170517276
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,3164.0799999999995,9628,332,433,0.3286331533028666
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1664.2899999999997,4805,226,276,0.34636628511966694
22580,ADVENT CALENDAR GINGHAM SACK,4775.780000000001,834,126,166,5.726354916067147
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,704.02,1088,83,98,0.647077205882353
22582,PACK OF 6 SWEETIE GIFT BOXES,2496.7599999999998,1029,73,77,2.426394557823129
22583,PACK OF 6 HANDBAG GIFT BOXES,1346.3999999999999,528,73,77,2.55
22584,PACK OF 6 PANETTONE GIFT BOXES,513.91,226,14,14,2.273938053097345
22584,PACK OF 6 PANNETONE GIFT BOXES,4975.03,2012,117,139,2.472678926441352
22585,PACK OF 6 BIRDY GIFT TAGS,7135.95,6051,241,319,1.179300941993059
22586,FELTCRAFT HAIRBAND PINK AND BLUE,676.5999999999999,796,100,117,0.8499999999999999
22587,FELTCRAFT HAIRBAND RED AND BLUE,715.6999999999999,842,103,120,0.8499999999999999
22588,CARD HOLDER GINGHAM HEART,1724.42,602,110,135,2.864485049833887
22589,CARDHOLDER GINGHAM STAR,940.49,323,46,57,2.911733746130031
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,1250.84,374,53,63,3.3444919786096254
22592,CARDHOLDER HOLLY WREATH METAL,1886.08,506,79,91,3.7274308300395256
22593,CHRISTMAS GINGHAM STAR,1735.27,2047,106,138,0.84771372740596
22594,CHRISTMAS GINGHAM TREE,1480.06,1744,93,125,0.8486582568807339
22595,CHRISTMAS GINGHAM HEART,450.47999999999996,552,29,30,0.816086956521739
22595,GINGHAM HEART DECORATION,4817.33,5951,251,331,0.8094992438245673
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3535.2,3264,196,234,1.0830882352941176
22597,CHRISTMAS MUSICAL ZINC HEART ,29.75,35,5,5,0.85
22597,MUSICAL ZINC HEART DECORATION ,943.64,2498,90,113,0.3777582065652522
